"age","balance","ending_balance.par1","wA","wA_T","consprop.par1","pretax_cons.par1","aftertax_cons.par1","utility","pseudoConsum","value_manager","value_manager1","value_manager2"
25,960000,960000,1,0.9,1,70000,58983,-3.08577923934513e-14,22105.7182713977,15.6165793541069,0.365384615384615,15.2511947387222
25,955000,955000,1,0.9,1,70000,58983,-3.08805065984337e-14,22100.2969767369,15.6165139149009,0.365384615384615,15.2511292995163
25,950000,950000,1,0.9,1,70000,58983,-3.09032717628568e-14,22094.868851513,15.6164482525812,0.365384615384615,15.2510636371966
25,945000,945000,1,0.9,1,70000,58983,-3.09260889772589e-14,22089.4336627274,15.6163823663166,0.365384615384615,15.250997750932
25,940000,940000,1,0.9,1,70000,58983,-3.09489572402739e-14,22083.9916759516,15.6163162411458,0.365384615384615,15.2509316257612
25,935000,935000,1,0.9,1,70000,58983,-3.09718806276517e-14,22078.5419493768,15.6162498668685,0.365384615384615,15.2508652514839
25,930000,930000,1,0.9,1,70000,58983,-3.09948585056176e-14,22073.084662969,15.6161832390837,0.365384615384615,15.2507986236991
25,925000,925000,1,0.9,1,70000,58983,-3.1017892912835e-14,22067.6193623134,15.6161163427778,0.365384615384615,15.2507317273932
25,920000,920000,1,0.9,1,70000,58983,-3.10409833262663e-14,22062.1462017974,15.6160491711026,0.365384615384615,15.250664555718
25,915000,915000,1,0.9,1,70000,58983,-3.1064135485504e-14,22056.6638530669,15.6159817098273,0.365384615384615,15.2505970944427
25,910000,910000,1,0.9,1,70000,58983,-3.10873497534631e-14,22051.1722644367,15.6159139510036,0.365384615384615,15.250529335619
25,905000,905000,1,0.9,1,70000,58983,-3.11106240346052e-14,22045.6719652568,15.6158458807944,0.365384615384615,15.2504612654098
25,9e+05,9e+05,1,0.9,1,70000,58983,-3.11339666648381e-14,22040.1610213647,15.6157774896521,0.365384615384615,15.2503928742674
25,895000,895000,1,0.9,1,70000,58983,-3.11573734217099e-14,22034.6404669059,15.6157087650001,0.365384615384615,15.2503241496155
25,890000,890000,1,0.9,1,70000,58983,-3.11808478033345e-14,22029.1095138459,15.6156396981762,0.365384615384615,15.2502550827916
25,885000,885000,1,0.9,1,70000,58983,-3.12043928172853e-14,22023.5674928585,15.6155702705683,0.365384615384615,15.2501856551837
25,880000,880000,1,0.9,1,70000,58983,-3.12280097045546e-14,22018.0141526539,15.615500475167,0.365384615384615,15.2501158597823
25,875000,875000,1,0.9,1,70000,58983,-3.12516995445907e-14,22012.4492810477,15.6154302944146,0.365384615384615,15.25004567903
25,870000,870000,1,0.9,1,70000,58983,-3.12754668097377e-14,22006.8718710823,15.6153597160624,0.365384615384615,15.2499751006777
25,865000,865000,1,0.9,1,70000,58983,-3.12993064453901e-14,22001.2831523275,15.6152887276536,0.365384615384615,15.249904112269
25,860000,860000,1,0.9,1,70000,58983,-3.13232248269754e-14,21995.6816740873,15.6152173058268,0.365384615384615,15.2498326904422
25,855000,855000,1,0.9,1,70000,58983,-3.13472231641665e-14,21990.0671996804,15.6151454504962,0.365384615384615,15.2497608351116
25,850000,850000,1,0.9,1,70000,58983,-3.13712975619993e-14,21984.4406860058,15.6150731312154,0.365384615384615,15.2496885158307
25,845000,845000,1,0.9,1,70000,58983,-3.13954557648967e-14,21978.8003701391,15.6150003421632,0.365384615384615,15.2496157267786
25,840000,840000,1,0.9,1,70000,58983,-3.14196986656659e-14,21973.1460938028,15.6149270631086,0.365384615384615,15.249542447724
25,835000,835000,1,0.9,1,70000,58983,-3.14440268728948e-14,21967.4777657842,15.6148532727095,0.365384615384615,15.2494686573248
25,830000,830000,1,0.9,1,70000,58983,-3.1468448889498e-14,21961.793458996,15.6147789609622,0.365384615384615,15.2493943455776
25,825000,825000,1,0.9,1,70000,58983,-3.14929573008168e-14,21956.0949536898,15.6147041075613,0.365384615384615,15.2493194921767
25,820000,820000,1,0.9,1,70000,58983,-3.15175650082474e-14,21950.3793066193,15.6146286897543,0.365384615384615,15.2492440743697
25,815000,815000,1,0.9,1,70000,58983,-3.15422663511022e-14,21944.6478917478,15.6145526930873,0.365384615384615,15.2491680777027
25,810000,810000,1,0.9,1,70000,58983,-3.15670651108342e-14,21938.899890186,15.6144760983336,0.365384615384615,15.249091482949
25,805000,805000,1,0.9,1,70000,58983,-3.15919648451347e-14,21933.1345385461,15.6143988811009,0.365384615384615,15.2490142657163
25,8e+05,8e+05,1,0.9,1,70000,58983,-3.16169618510071e-14,21927.3527554627,15.6143210295411,0.365384615384615,15.2489364141565
25,795000,795000,1,0.9,1,70000,58983,-3.16420677177601e-14,21921.551924514,15.6142425138429,0.365384615384615,15.2488578984583
25,790000,790000,1,0.9,0.999999999999999,69999.9999999999,58982.9999999999,-3.16672830306843e-14,21915.7319791701,15.6141633158968,0.365384615384615,15.2487787005122
25,785000,785000,1,0.9,0.999999999999999,69999.9999999999,58982.9999999999,-3.16926054735125e-14,21909.8935221963,15.6140834097996,0.365384615384615,15.248698794415
25,780000,780000,1,0.9,1,70000,58983,-3.17180422460041e-14,21904.0349636099,15.6140027752335,0.365384615384615,15.2486181598489
25,775000,775000,1,0.9,1,70000,58983,-3.17435887986704e-14,21898.1574223303,15.6139213843256,0.365384615384615,15.248536768941
25,770000,770000,1,0.9,1,70000,58983,-3.17692473120009e-14,21892.2604669834,15.6138392175052,0.365384615384615,15.2484546021205
25,765000,765000,1,0.9,1,70000,58983,-3.17950286883779e-14,21886.3416671747,15.6137562476854,0.365384615384615,15.2483716323008
25,760000,760000,1,0.9,1,70000,58983,-3.18209352598049e-14,21880.400567807,15.6136724402417,0.365384615384615,15.2482878248571
25,755000,755000,1,0.9,1,70000,58983,-3.18469658894679e-14,21874.4375104326,15.6135877769802,0.365384615384615,15.2482031615955
25,750000,750000,1,0.9,1,70000,58983,-3.18731305186148e-14,21868.4503020053,15.613502220277,0.365384615384615,15.2481176048924
25,745000,745000,1,0.9,1,70000,58983,-3.18994335823221e-14,21862.4380174875,15.6134157564436,0.365384615384615,15.248031141059
25,740000,740000,1,0.9,1,70000,58983,-3.19258697543817e-14,21856.4019639981,15.6133283351217,0.365384615384615,15.2479437197371
25,735000,735000,1,0.9,1,70000,58983,-3.19524534164275e-14,21850.3389511138,15.6132399439111,0.365384615384615,15.2478553285265
25,730000,730000,1,0.9,1,70000,58983,-3.19791868157511e-14,21844.2485660679,15.6131505398548,0.365384615384615,15.2477659244702
25,725000,725000,1,0.9,1,70000,58983,-3.20060724167929e-14,21838.1303492182,15.6130600908948,0.365384615384615,15.2476754755102
25,720000,720000,1,0.9,1,70000,58983,-3.20331194560542e-14,21831.9823051877,15.6129685683637,0.365384615384615,15.2475839529791
25,715000,715000,1,0.9,1,70000,58983,-3.20603257157742e-14,21825.8050475823,15.6128759286909,0.365384615384615,15.2474913133062
25,710000,710000,1,0.9,1,70000,58983,-3.20876968399175e-14,21819.5974060178,15.612782151084,0.365384615384615,15.2473975356994
25,705000,705000,1,0.9,1,70000,58983,-3.21152489687662e-14,21813.3558397868,15.6126871828502,0.365384615384615,15.2473025674656
25,7e+05,7e+05,1,0.9,1,70000,58983,-3.21429681571428e-14,21807.0836290126,15.612590978052,0.365384615384615,15.2472063626674
25,695000,695000,1,0.9,1,70000,58983,-3.21708715806204e-14,21800.7770099127,15.6124935203494,0.365384615384615,15.2471089049648
25,690000,690000,1,0.9,1,70000,58983,-3.2198964776872e-14,21794.4348628182,15.6123947599347,0.365384615384615,15.2470101445501
25,685000,685000,1,0.9,1,70000,58983,-3.2227235135111e-14,21788.0601642259,15.6122946454088,0.365384615384615,15.2469100300242
25,680000,680000,1,0.9,1,70000,58983,-3.22557062980382e-14,21781.6477172755,15.6121931501852,0.365384615384615,15.2468085348006
25,675000,675000,1,0.9,1,70000,58983,-3.22843766102322e-14,21775.1980383434,15.612090215456,0.365384615384615,15.2467056000714
25,670000,670000,1,0.9,1,70000,58983,-3.23132509568821e-14,21768.7101737887,15.6119857907615,0.365384615384615,15.2466011753768
25,665000,665000,1,0.9,1,70000,58983,-3.23423241261637e-14,21762.185440377,15.6118798247638,0.365384615384615,15.2464952093792
25,660000,660000,1,0.9,1,70000,58983,-3.23716259013894e-14,21755.6173101597,15.6117722761421,0.365384615384615,15.2463876607575
25,655000,655000,1,0.9,1,70000,58983,-3.24011367174173e-14,21749.0103296445,15.6116631107614,0.365384615384615,15.2462784953768
25,650000,650000,0.996212121212121,0.9,1,70000,58983,-3.24313579662914e-14,21742.2526053889,15.611552250114,0.365384615384615,15.2461676347293
25,645000,645000,0.992121212121212,0.9,1,70000,58983,-3.24618510959965e-14,21735.4425908805,15.611439665607,0.365384615384615,15.2460550502224
25,640000,640000,0.987878787878788,0.9,1,70000,58983,-3.24925824146333e-14,21728.5880058537,15.6113253161878,0.365384615384615,15.2459407008032
25,635000,635000,0.981666666666667,0.9,1,70000,58983,-3.25238195203743e-14,21721.6294585239,15.6112091140417,0.365384615384615,15.2458244986571
25,630000,630000,0.980909090909091,0.9,0.999999999999999,69999.9999999999,58982.9999999999,-3.25545793572801e-14,21714.7859325374,15.6110910085334,0.365384615384615,15.2457063931488
25,625000,625000,0.975454545454545,0.9,1,70000,58983,-3.2586171488172e-14,21707.7662045966,15.6109709138461,0.365384615384615,15.2455862984615
25,620000,620000,0.970757575757576,0.9,1,70000,58983,-3.26179217635608e-14,21700.7204735985,15.6108487928567,0.365384615384615,15.245464177472
25,615000,615000,0.968939393939394,0.9,1,70000,58983,-3.26495393658345e-14,21693.7132655221,15.6107245563246,0.365384615384615,15.24533994094
25,610000,610000,0.96530303030303,0.9,1,70000,58983,-3.2681673922866e-14,21686.6007527093,15.6105981214536,0.365384615384615,15.245213506069
25,605000,605000,0.961969696969696,0.9,1,70000,58983,-3.27139959784464e-14,21679.4561400014,15.6104694308927,0.365384615384615,15.2450848155081
25,6e+05,6e+05,0.959242424242424,0.9,0.999999999999999,69999.9999999999,58982.9999999999,-3.27465240892838e-14,21672.2754758255,15.6103383849348,0.365384615384615,15.2449537695502
25,595000,595000,0.955757575757576,0.9,1,70000,58983,-3.27794217213994e-14,21665.0229054232,15.6102049250907,0.365384615384615,15.2448203097061
25,590000,590000,0.954242424242424,0.9,1,70000,58983,-3.28123536581012e-14,21657.7724859213,15.6100689560502,0.365384615384615,15.2446843406656
25,585000,585000,0.952424242424242,0.9,1,70000,58983,-3.28456060087135e-14,21650.4613607456,15.6099303830098,0.365384615384615,15.2445457676251
25,580000,580000,0.949242424242424,0.9,1,70000,58983,-3.28793020864254e-14,21643.0627346223,15.6097891075665,0.365384615384615,15.2444044921819
25,575000,575000,0.947575757575758,0.9,1,70000,58983,-3.29131209311178e-14,21635.647310875,15.6096450865176,0.365384615384615,15.244260471133
25,570000,570000,0.948333333333333,0.9,1,70000,58983,-3.29469396075074e-14,21628.2420763172,15.6094981525709,0.365384615384615,15.2441135371862
25,565000,565000,0.944242424242424,0.9,1,70000,58983,-3.29816832762295e-14,21620.6448443528,15.6093482455497,0.365384615384615,15.243963630165
25,560000,560000,0.944393939393939,0.9,1,70000,58983,-3.30162078381964e-14,21613.1060861244,15.6091952610279,0.365384615384615,15.2438106456433
25,555000,555000,0.943636363636364,0.9,1,70000,58983,-3.30511967358841e-14,21605.4766521897,15.6090390640385,0.365384615384615,15.2436544486539
25,550000,550000,0.943181818181818,0.9,1,70000,58983,-3.3086483094206e-14,21597.7932549941,15.6088795675852,0.365384615384615,15.2434949522006
25,545000,545000,0.941515151515152,0.9,1,70000,58983,-3.31222625333153e-14,21590.0136400498,15.6087166579583,0.365384615384615,15.2433320425737
25,540000,540000,0.942424242424242,0.9,1,70000,58983,-3.31581039096134e-14,21582.2317839187,15.6085502175705,0.365384615384615,15.2431656021859
25,535000,535000,0.943181818181818,0.9,1,70000,58983,-3.31943520971729e-14,21574.3729999986,15.6083800920083,0.365384615384615,15.2429954766237
25,530000,530000,0.943636363636364,0.9,1,70000,58983,-3.3231018023921e-14,21566.435280539,15.6082061758594,0.365384615384615,15.2428215604748
25,525000,525000,0.941212121212121,0.9,1,70000,58983,-3.32683839705066e-14,21558.3580205666,15.6080283515643,0.365384615384615,15.2426437361796
25,520000,520000,0.943333333333333,0.9,1,70000,58983,-3.33056920617138e-14,21550.3053260371,15.6078464858208,0.365384615384615,15.2424618704362
25,515000,515000,0.946969696969697,0.9,0.999999999999999,70000,58983,-3.33432773878299e-14,21542.2049447025,15.6076603883032,0.365384615384615,15.2422757729186
25,510000,510000,0.945757575757576,0.9,1,70000,58983,-3.33818375468131e-14,21533.9071101455,15.6074699362379,0.365384615384615,15.2420853208533
25,505000,505000,0.946515151515152,0.9,1,70000,58983,-3.34206449179307e-14,21525.5689707339,15.6072750202464,0.365384615384615,15.2418904048617
25,5e+05,5e+05,0.948030303030303,0.9,1,70000,58983,-3.34598785184786e-14,21517.1523644197,15.6070754399983,0.365384615384615,15.2416908246137
25,495000,495000,0.951666666666667,0.9,1,70000,58983,-3.34994053659362e-14,21508.686145187,15.606871043144,0.365384615384615,15.2414864277594
25,490000,490000,0.952424242424242,0.9,1,70000,58983,-3.35397577184064e-14,21500.0568402518,15.606661648202,0.365384615384615,15.2412770328174
25,485000,485000,0.954545454545455,0.9,1,70000,58983,-3.35805264258912e-14,21491.3525446353,15.6064471121208,0.365384615384615,15.2410624967362
25,480000,480000,0.957121212121212,0.9,0.999999999999999,70000,58983,-3.3621836294243e-14,21482.5470688431,15.6062272641079,0.365384615384615,15.2408426487233
25,475000,475000,0.959848484848485,0.9,1,70000,58983,-3.36637231242647e-14,21473.6333264355,15.6060019025506,0.365384615384615,15.240617287166
25,470000,470000,0.965454545454543,0.9,0.999999999999998,69999.9999999999,58982.9999999999,-3.37059953581343e-14,21464.6525483496,15.6057708184745,0.365384615384615,15.2403862030899
25,465000,465000,0.968181818181818,0.9,1,70000,58983,-3.37491782319602e-14,21455.4937969862,15.6055338292623,0.365384615384615,15.2401492138777
25,460000,460000,0.970454545454545,0.9,1,70000,58983,-3.37930685894654e-14,21446.2009911447,15.6052907516365,0.365384615384615,15.2399061362518
25,455000,455000,0.973636363636364,0.9,1,70000,58983,-3.38375814408505e-14,21436.7928082469,15.6050413594048,0.365384615384615,15.2396567440202
25,450000,450000,0.97530303030303,0.9,1,70000,58983,-3.38829505415492e-14,21427.2206152795,15.6047854492013,0.365384615384615,15.2394008338167
25,445000,445000,0.981666666666666,0.9,0.999999999999998,69999.9999999999,58982.9999999999,-3.39287148169785e-14,21417.5823442554,15.6045227865095,0.365384615384615,15.2391381711249
25,440000,440000,0.986363636363636,0.9,1,70000,58983,-3.39754169566779e-14,21407.7644065507,15.6042531254579,0.365384615384615,15.2388685100733
25,435000,435000,0.994242424242424,0.9,1,70000,58983,-3.40227193174653e-14,21397.838613095,15.6039762202764,0.365384615384615,15.2385916048918
25,430000,430000,0.996666666666667,0.9,1,70000,58983,-3.40712979894298e-14,21387.6641352261,15.6036918108415,0.365384615384615,15.2383071954569
25,425000,425000,1,0.9,0.999999999999998,69999.9999999999,58982.9999999999,-3.41207098201227e-14,21377.3349813534,15.6033996783348,0.365384615384615,15.2380150629501
25,420000,420000,1,0.9,1,70000,58983,-3.4171306358392e-14,21366.7788204114,15.60309950241,0.365384615384615,15.2377148870253
25,415000,415000,1,0.9,1,70000,58983,-3.42228643302455e-14,21356.0434881514,15.6027909458827,0.365384615384615,15.2374063304981
25,410000,410000,1,0.9,1,70000,58983,-3.42754457915986e-14,21345.1172340571,15.6024737469952,0.365384615384615,15.2370891316106
25,405000,405000,1,0.9,0.999999999999999,70000,58983,-3.43290850828589e-14,21333.9941703526,15.6021475680795,0.365384615384615,15.2367629526949
25,4e+05,4e+05,1,0.9,1,70000,58983,-3.43838323575996e-14,21322.6652170919,15.6018121454719,0.365384615384615,15.2364275300873
25,395000,395000,1,0.9,1,70000,58983,-3.44397239336949e-14,21311.1242550407,15.6014670451682,0.365384615384615,15.2360824297835
25,390000,390000,1,0.9,1,70000,58983,-3.44968322512473e-14,21299.3578156234,15.6011119485732,0.365384615384615,15.2357273331886
25,385000,385000,1,0.9,1,70000,58983,-3.45551962733831e-14,21287.3594587857,15.6007465547444,0.365384615384615,15.2353619393597
25,380000,380000,1,0.9,1,70000,58983,-3.46148807052936e-14,21275.1175668514,15.6003704233181,0.365384615384615,15.2349858079334
25,375000,375000,1,0.9,1,70000,58983,-3.46759259904512e-14,21262.6256294435,15.5999831610248,0.365384615384615,15.2345985456402
25,370000,370000,1,0.9,1,70000,58983,-3.47383920833131e-14,21249.8732635795,15.599584367042,0.365384615384615,15.2341997516574
25,365000,365000,1,0.9,0.999999999999999,70000,58983,-3.48023401862478e-14,21236.8499799901,15.5991736760918,0.365384615384615,15.2337890607072
25,360000,360000,1,0.9,0.999999999999999,70000,58983,-3.48678351907973e-14,21223.5446956959,15.5987505653027,0.365384615384615,15.2333659499181
25,355000,355000,1,0.9,1,70000,58983,-3.49349443733917e-14,21209.9460125025,15.5983145782618,0.365384615384615,15.2329299628772
25,350000,350000,1,0.9,1,70000,58983,-3.50037401288499e-14,21196.0416770302,15.5978652380176,0.365384615384615,15.232480622633
25,345000,345000,1,0.9,1,70000,58983,-3.50742877279122e-14,21181.8210648592,15.5974020954624,0.365384615384615,15.2320174800778
25,340000,340000,1,0.9,1,70000,58983,-3.51466585587365e-14,21167.2725091303,15.5969246305809,0.365384615384615,15.2315400151963
25,335000,335000,1,0.9,0.999999999999999,69999.9999999999,58982.9999999999,-3.52209350913388e-14,21152.3823298256,15.5964322729439,0.365384615384615,15.2310476575592
25,330000,330000,1,0.9,1,70000,58983,-3.52972018490034e-14,21137.1366745686,15.5959243862605,0.365384615384615,15.2305397708759
25,325000,325000,1,0.9,0.999999999999999,70000,58983,-3.53755419940997e-14,21121.5222123114,15.595400563187,0.365384615384615,15.2300159478024
25,320000,320000,1,0.9,0.999999999999998,69999.9999999999,58982.9999999999,-3.54560476444405e-14,21105.5240908369,15.5948600840073,0.365384615384615,15.2294754686227
25,315000,315000,1,0.9,1,70000,58983,-3.5538813890179e-14,21089.1271563508,15.5943024209295,0.365384615384615,15.2289178055449
25,310000,310000,1,0.9,1,70000,58983,-3.5623935133985e-14,21072.3166943611,15.5937269377232,0.365384615384615,15.2283423223385
25,305000,305000,1,0.9,0.999999999999999,69999.9999999999,58982.9999999999,-3.57115141218942e-14,21055.0766631205,15.5931327886857,0.365384615384615,15.227748173301
25,3e+05,3e+05,1,0.9,1,70000,58983,-3.58016621918204e-14,21037.3896829874,15.5925194342746,0.365384615384615,15.22713481889
25,295000,295000,1,0.9,0.999999999999999,70000,58983,-3.5894496271056e-14,21019.2376634154,15.5918861214706,0.365384615384615,15.226501506086
25,290000,290000,1,0.9,0.999999999999999,69999.9999999999,58982.9999999999,-3.59901391447146e-14,21000.6017834849,15.5912322004589,0.365384615384615,15.2258475850743
25,285000,285000,1,0.9,1,70000,58983,-3.60887184867167e-14,20981.4627149526,15.5905568265321,0.365384615384615,15.2251722111475
25,280000,280000,1,0.9,1,70000,58983,-3.61903656890971e-14,20961.8008817024,15.5898591976945,0.365384615384615,15.2244745823098
25,275000,275000,1,0.9,0.999999999999999,69999.9999999999,58982.9999999999,-3.62952212916924e-14,20941.5954460197,15.5891385420237,0.365384615384615,15.2237539266391
25,270000,270000,1,0.9,0.999999999999999,69999.9999999999,58982.9999999999,-3.64034336133974e-14,20920.8246231954,15.5883940613323,0.365384615384615,15.2230094459477
25,265000,265000,1,0.9,1,70000,58983,-3.65151588813696e-14,20899.4657066558,15.5876248940605,0.365384615384615,15.2222402786759
25,260000,260000,1,0.9,0.999999999999999,70000,58983,-3.66305612458334e-14,20877.4951178703,15.5868301573916,0.365384615384615,15.221445542007
25,255000,255000,1,0.9,1,70000,58983,-3.67498130983583e-14,20854.8884014569,15.5860090095975,0.365384615384615,15.2206243942129
25,250000,250000,1,0.9,0.999999999999999,70000,58983,-3.68730962777229e-14,20831.620057347,15.5851604924823,0.365384615384615,15.2197758770976
25,245000,245000,1,0.9,1,70000,58983,-3.70006022478817e-14,20807.6635746447,15.584283844686,0.365384615384615,15.2188992293014
25,240000,240000,1,0.9,0.999999999999999,69999.9999999999,58982.9999999999,-3.71325326109511e-14,20782.9914071468,15.5833781811261,0.365384615384615,15.2179935657414
25,235000,235000,1,0.9,1,70000,58983,-3.72690982667576e-14,20757.5752062814,15.5824425438074,0.365384615384615,15.2170579284228
25,230000,230000,1,0.9,0.999999999999999,70000,58983,-3.74105220538076e-14,20731.3854098295,15.5814759797221,0.365384615384615,15.2160913643375
25,225000,225000,1,0.9,1,70000,58983,-3.75570378526728e-14,20704.3914992463,15.5804777190952,0.365384615384615,15.2150931037106
25,220000,220000,1,0.9,0.999999999999999,70000,58983,-3.77088921238495e-14,20676.5618110705,15.5794472686617,0.365384615384615,15.2140626532771
25,215000,215000,1,0.9,0.999999999999998,69999.9999999999,58982.9999999999,-3.7866340490597e-14,20647.8642623528,15.5783836517985,0.365384615384615,15.2129990364139
25,210000,210000,1,0.9,0.999999999999999,70000,58983,-3.8029653272612e-14,20618.2654418415,15.5772862198441,0.365384615384615,15.2119016044594
25,205000,205000,1,0.9,0.999999999999999,69999.9999999999,58982.9999999999,-3.8199114676452e-14,20587.7308794705,15.5761539478049,0.365384615384615,15.2107693324202
25,2e+05,2e+05,1,0.9,0.999999999999999,69999.9999999999,58982.9999999999,-3.83750236728648e-14,20556.2250148583,15.5749862583099,0.365384615384615,15.2096016429253
25,195000,195000,1,0.9,1,70000,58983,-3.85576930591248e-14,20523.7114989595,15.5737824215909,0.365384615384615,15.2083978062063
25,190000,190000,1,0.9,1,70000,58983,-3.87474500111777e-14,20490.1532321206,15.5725420617885,0.365384615384615,15.2071574464039
25,185000,185000,1,0.9,0.999999999999999,70000,58983,-3.89446359622863e-14,20455.5125289911,15.5712651130046,0.365384615384615,15.2058804976199
25,180000,180000,1,0.9,1,70000,58983,-3.91496038713991e-14,20419.751741468,15.5699522437392,0.365384615384615,15.2045676283546
25,175000,175000,1,0.9,0.999999999999999,70000,58983,-3.93627158127882e-14,20382.8338104623,15.568603790555,0.365384615384615,15.2032191751704
25,170000,170000,1,0.9,0.999999999999999,70000,58983,-3.95843482476083e-14,20344.7214861649,15.5672198840867,0.365384615384615,15.2018352687021
25,165000,165000,1,0.9,1,70000,58983,-3.98148908022299e-14,20305.3776954955,15.565801865881,0.365384615384615,15.2004172504963
25,160000,160000,1,0.9,0.999999999999999,70000,58983,-4.00547374562992e-14,20264.767183438,15.5643521867155,0.365384615384615,15.1989675713309
25,155000,155000,1,0.9,0.999999999999999,70000,58983,-4.03042767054343e-14,20222.8582550149,15.5628731434439,0.365384615384615,15.1974885280593
25,150000,150000,1,0.9,1,70000,58983,-4.05639035152556e-14,20179.6208170135,15.5613674900237,0.365384615384615,15.1959828746391
25,145000,145000,1,0.9,0.999999999999999,70000,58983,-4.08340037186318e-14,20135.0290454622,15.5598387491073,0.365384615384615,15.1944541337227
25,140000,140000,1,0.9,0.999999999999999,70000,58983,-4.1114956607768e-14,20089.060946909,15.5582899443067,0.365384615384615,15.1929053289221
25,135000,135000,1,0.9,0.999999999999999,70000,58983,-4.1407132389197e-14,20041.6987607335,15.5567277638297,0.365384615384615,15.1913431484451
25,130000,130000,1,0.9,0.999999999999999,69999.9999999999,58982.9999999999,-4.1710840722959e-14,19992.9371423267,15.5551639039305,0.365384615384615,15.1897792885459
25,125000,125000.000000004,1,0.9,0.999999999999941,69999.9999999959,58982.9999999968,-4.20263012847017e-14,19942.7873571,15.5536113118846,0.365384615384615,15.1882266965
25,120000,120560.490559342,1,0.9,0.991992992009404,69439.5094406583,58545.8173637135,-4.23530146747091e-14,19891.3750257968,15.5522523378051,0.365384615384615,15.1868677224205
25,115000,116142.19764018,1,0.9,0.983682890854568,68857.8023598198,58092.0858406594,-4.26902193179308e-14,19838.8633692982,15.5509260298244,0.365384615384615,15.1855414144398
25,110000,111702.586350345,1,0.9,0.975677337852211,68297.4136496547,57654.9826467307,-4.30379221657919e-14,19785.2928657584,15.5496221829425,0.365384615384615,15.1842375675579
