Month,DE,Cash
1994 Oct,-0.02113373,0.01
1994 Nov,-0.047577187,0.01
1994 Dec,-0.045434165,0.01
1995 Jan,-0.055607679,0.01
1995 Feb,0.009194816,0.01
1995 Mar,0.087674445,0.01
1995 Apr,0.101786453,0.01
1995 May,0.128003191,0.01
1995 Jun,0.184848459,0.01
1995 Jul,0.1876373,0.01
1995 Aug,0.146430605,0.01
1995 Sep,0.226552642,0.01
1995 Oct,0.193081877,0.01
1995 Nov,0.295353351,0.01
1995 Dec,0.302878256,0.01
1996 Jan,0.310204724,0.01
1996 Feb,0.274127121,0.01
1996 Mar,0.248405782,0.01
1996 Apr,0.230824031,0.01
1996 May,0.214839486,0.01
1996 Jun,0.192181948,0.01
1996 Jul,0.101555735,0.01
1996 Aug,0.123517316,0.01
1996 Sep,0.136688404,0.01
1996 Oct,0.171698825,0.01
1996 Nov,0.205994926,0.01
1996 Dec,0.15821533,0.01
1997 Jan,0.194501231,0.01
1997 Feb,0.193370889,0.01
1997 Mar,0.136243993,0.01
1997 Apr,0.190746279,0.01
1997 May,0.234890645,0.01
1997 Jun,0.285912904,0.01
1997 Jul,0.45450181,0.01
1997 Aug,0.343575794,0.01
1997 Sep,0.343164315,0.01
1997 Oct,0.265223301,0.01
1997 Nov,0.233524573,0.01
1997 Dec,0.283105582,0.01
1998 Jan,0.221794881,0.01
1998 Feb,0.302947929,0.01
1998 Mar,0.430309121,0.01
1998 Apr,0.362576274,0.01
1998 May,0.259452291,0.01
1998 Jun,0.255400169,0.01
1998 Jul,0.149062633,0.01
1998 Aug,0.042222093,0.01
1998 Sep,0.053393437,0.01
1998 Oct,0.178526854,0.01
1998 Nov,0.19502325,0.01
1998 Dec,0.241538616,0.01
1999 Jan,0.278867887,0.01
1999 Feb,0.155643181,0.01
1999 Mar,0.142617884,0.01
1999 Apr,0.169072124,0.01
1999 May,0.163892084,0.01
1999 Jun,0.182220639,0.01
1999 Jul,0.155639704,0.01
1999 Aug,0.343678826,0.01
1999 Sep,0.223820868,0.01
1999 Oct,0.204417911,0.01
1999 Nov,0.158008581,0.01
1999 Dec,0.158989828,0.01
2000 Jan,0.055005134,0.01
2000 Feb,0.06392186,0.01
2000 Mar,0.117614938,0.01
2000 Apr,0.05087524,0.01
2000 May,0.052965511,0.01
2000 Jun,0.016388648,0.01
2000 Jul,0.034321634,0.01
2000 Aug,0.107015363,0.01
2000 Sep,0.077371759,0.01
2000 Oct,0.008676288,0.01
2000 Nov,-0.08988702,0.01
2000 Dec,-0.136357079,0.01
2001 Jan,-0.060661729,0.01
2001 Feb,-0.12861294,0.01
2001 Mar,-0.253252182,0.01
2001 Apr,-0.171681664,0.01
2001 May,-0.151522004,0.01
2001 Jun,-0.189437266,0.01
2001 Jul,-0.181019495,0.01
2001 Aug,-0.277986847,0.01
2001 Sep,-0.29879236,0.01
2001 Oct,-0.279144729,0.01
2001 Nov,-0.154689917,0.01
2001 Dec,-0.149266362,0.01
2002 Jan,-0.187519012,0.01
2002 Feb,-0.122576006,0.01
2002 Mar,-0.029561976,0.01
2002 Apr,-0.157146711,0.01
2002 May,-0.165773834,0.01
2002 Jun,-0.205241438,0.01
2002 Jul,-0.263346128,0.01
2002 Aug,-0.210872457,0.01
2002 Sep,-0.233595615,0.01
2002 Oct,-0.185923653,0.01
2002 Nov,-0.201503089,0.01
2002 Dec,-0.257321507,0.01
2003 Jan,-0.268308999,0.01
2003 Feb,-0.268264534,0.01
2003 Mar,-0.287595454,0.01
2003 Apr,-0.171811775,0.01
2003 May,-0.118935177,0.01
2003 Jun,-0.039411483,0.01
2003 Jul,0.062559501,0.01
2003 Aug,0.071392849,0.01
2003 Sep,0.188135549,0.01
2003 Oct,0.157372402,0.01
2003 Nov,0.103684895,0.01
2003 Dec,0.233481469,0.01
2004 Jan,0.290509229,0.01
2004 Feb,0.333444827,0.01
2004 Mar,0.299971947,0.01
2004 Apr,0.175450006,0.01
2004 May,0.125158642,0.01
2004 Jun,0.129633085,0.01
2004 Jul,0.072341799,0.01
2004 Aug,0.063137848,0.01
2004 Sep,0.08626347,0.01
2004 Oct,0.037277239,0.01
2004 Nov,0.065377304,0.01
2004 Dec,0.049569105,0.01
2005 Jan,0.010324843,0.01
2005 Feb,0.014975954,0.01
2005 Mar,0.010598982,0.01
2005 Apr,0.005654001,0.01
2005 May,0.028424036,0.01
2005 Jun,0.013265023,0.01
2005 Jul,0.081778882,0.01
2005 Aug,0.061131303,0.01
2005 Sep,0.047461109,0.01
2005 Oct,0.018326139,0.01
2005 Nov,0.024952381,0.01
2005 Dec,-0.008380763,0.01
2006 Jan,0.036665766,0.01
2006 Feb,0.021557132,0.01
2006 Mar,0.055403013,0.01
2006 Apr,0.088284465,0.01
2006 May,0.020069951,0.01
2006 Jun,0.018292708,0.01
2006 Jul,-0.011480323,0.01
2006 Aug,0.02293434,0.01
2006 Sep,0.060552139,0.01
2006 Oct,0.120667666,0.01
2006 Nov,0.094213286,0.01
2006 Dec,0.10310847,0.01
2007 Jan,0.09559215,0.01
2007 Feb,0.067438581,0.01
2007 Mar,0.062348965,0.01
2007 Apr,0.097352789,0.01
2007 May,0.168216718,0.01
2007 Jun,0.147404597,0.01
2007 Jul,0.108966406,0.01
2007 Aug,0.104350415,0.01
2007 Sep,0.106295299,0.01
2007 Oct,0.080118573,0.01
2007 Nov,0.008057992,0.01
2007 Dec,-0.010678294,0.01
2008 Jan,-0.086086128,0.01
2008 Feb,-0.096899139,0.01
2008 Mar,-0.109787835,0.01
2008 Apr,-0.105519909,0.01
2008 May,-0.126140346,0.01
2008 Jun,-0.193732292,0.01
2008 Jul,-0.179606981,0.01
2008 Aug,-0.178671104,0.01
2008 Sep,-0.277219924,0.01
2008 Oct,-0.402353794,0.01
2008 Nov,-0.406596272,0.01
2008 Dec,-0.389835714,0.01
2009 Jan,-0.405340031,0.01
2009 Feb,-0.452723724,0.01
2009 Mar,-0.399196119,0.01
2009 Apr,-0.371543733,0.01
2009 May,-0.342028752,0.01
2009 Jun,-0.277957765,0.01
2009 Jul,-0.21039724,0.01
2009 Aug,-0.197530977,0.01
2009 Sep,-0.086144863,0.01
2009 Oct,0.06690192,0.01
2009 Nov,0.194393718,0.01
2009 Dec,0.19563677,0.01
2010 Jan,0.261947986,0.01
2010 Feb,0.465765385,0.01
2010 Mar,0.427816107,0.01
2010 Apr,0.325149655,0.01
2010 May,0.156854103,0.01
2010 Jun,0.103616018,0.01
2010 Jul,0.095692966,0.01
2010 Aug,0.011324565,0.01
2010 Sep,0.062523635,0.01
2010 Oct,0.123649651,0.01
2010 Nov,0.060832702,0.01
2010 Dec,0.106726585,0.01
2011 Jan,0.1725063,0.01
2011 Feb,0.171541402,0.01
2011 Mar,0.099688372,0.01
2011 Apr,0.109667944,0.01
2011 May,0.188398978,0.01
2011 Jun,0.23282057,0.01
2011 Jul,0.127435208,0.01
2011 Aug,0.114435233,0.01
2011 Sep,-0.050095722,0.01
2011 Oct,0.018039626,0.01
2011 Nov,0.015899299,0.01
2011 Dec,-0.034856303,0.01
2012 Jan,-0.014479119,0.01
2012 Feb,-0.005118352,0.01
2012 Mar,0.030468409,0.01
2012 Apr,-0.002746192,0.01
2012 May,-0.047676071,0.01
2012 Jun,0.009543629,0.01
2012 Jul,0.04732089,0.01
2012 Aug,0.129736964,0.01
2012 Sep,0.243863023,0.01
2012 Oct,0.097862202,0.01
2012 Nov,0.110553871,0.01
2012 Dec,0.109333622,0.01
2013 Jan,0.117475762,0.01
2013 Feb,0.082048146,0.01
2013 Mar,0.092327721,0.01
2013 Apr,0.124844897,0.01
2013 May,0.222345184,0.01
2013 Jun,0.154209221,0.01
2013 Jul,0.194414374,0.01
2013 Aug,0.138242054,0.01
2013 Sep,0.149446073,0.01
2013 Oct,0.227941584,0.01
2013 Nov,0.254483703,0.01
2013 Dec,0.271583533,0.01
2014 Jan,0.166526712,0.01
2014 Feb,0.208901749,0.01
2014 Mar,0.169137203,0.01
2014 Apr,0.150851054,0.01
2014 May,0.149435743,0.01
2014 Jun,0.190619377,0.01
2014 Jul,0.11801426,0.01
2014 Aug,0.201024948,0.01
2014 Sep,0.148360357,0.01
2014 Oct,0.125564614,0.01
2014 Nov,0.125905469,0.01
2014 Dec,0.101563887,0.01
2015 Jan,0.116617137,0.01
2015 Feb,0.127657608,0.01
2015 Mar,0.099570336,0.01
2015 Apr,0.103026246,0.01
2015 May,0.090063681,0.01
2015 Jun,0.04548252,0.01
2015 Jul,0.082125959,0.01
2015 Aug,-0.023053059,0.01
2015 Sep,-0.031697738,0.01
2015 Oct,0.023953011,0.01
2015 Nov,-0.003270713,0.01
2015 Dec,-0.018681151,0.01
2016 Jan,-0.044446578,0.01
2016 Feb,-0.094686319,0.01
2016 Mar,-0.017858292,0.01
2016 Apr,-0.026283244,0.01
2016 May,-0.020680679,0.01
2016 Jun,0.00135102,0.01
2016 Jul,0.01914954,0.01
2016 Aug,0.08417694,0.01
2016 Sep,0.106953129,0.01
2016 Oct,0.000434768,0.01
2016 Nov,0.034290274,0.01
2016 Dec,0.068223609,0.01
2017 Jan,0.140652163,0.01
2017 Feb,0.1847174,0.01
2017 Mar,0.114646139,0.01
2017 Apr,0.124706587,0.01
2017 May,0.124065165,0.01
2017 Jun,0.130880278,0.01
2017 Jul,0.112113728,0.01
2017 Aug,0.111859629,0.01
2017 Sep,0.132011402,0.01
2017 Oct,0.182125777,0.01
2017 Nov,0.173379509,0.01
2017 Dec,0.164179945,0.01
2018 Jan,0.208482269,0.01
2018 Feb,0.118034671,0.01
2018 Mar,0.087132307,0.01
2018 Apr,0.079119766,0.01
2018 May,0.086263233,0.01
2018 Jun,0.085531134,0.01
2018 Jul,0.102828835,0.01
2018 Aug,0.138188074,0.01
2018 Sep,0.124906394,0.01
2018 Oct,0.021913392,0.01
2018 Nov,0.015240752,0.01
2018 Dec,-0.085107261,0.01
2019 Jan,-0.061643957,0.01
2019 Feb,0.005941393,0.01
2019 Mar,0.048363263,0.01
2019 Apr,0.085465041,0.01
2019 May,-0.005931378,0.01
2019 Jun,0.059082245,0.01
2019 Jul,0.034222048,0.01
2019 Aug,-0.013960281,0.01
2019 Sep,-0.000922695,0.01
2019 Oct,0.095694939,0.01
2019 Nov,0.110201575,0.01
2019 Dec,0.25516225,0.01
2020 Jan,0.159066603,0.01
2020 Feb,0.031787829,0.01
2020 Mar,-0.106996535,0.01
2020 Apr,-0.020046768,0.01
2020 May,0.098403312,0.01
2020 Jun,0.04117042,0.01
2020 Jul,0.081216872,0.01
2020 Aug,0.175304521,0.01
2020 Sep,0.109039513,0.01
2020 Oct,0.058795438,0.01
2020 Nov,0.134939903,0.01
2020 Dec,0.142802526,0.01
2021 Jan,0.13095194,0.01
2021 Feb,0.263699522,0.01
2021 Mar,0.492225662,0.01
2021 Apr,0.373283836,0.01
2021 May,0.310794158,0.01
2021 Jun,0.310764789,0.01
2021 Jul,0.271201672,0.01
2021 Aug,0.223035994,0.01
2021 Sep,0.210241234,0.01
2021 Oct,0.32059223,0.01
2021 Nov,0.175315687,0.01
2021 Dec,0.179729839,0.01
2022 Jan,0.125533585,0.01
2022 Feb,0.058372115,0.01
2022 Mar,0.045324338,0.01
2022 Apr,-0.091987952,0.01
2022 May,-0.099368221,0.01
2022 Jun,-0.196975397,0.01
