Month,DE,Cash
1996 Mar,0.184165782,0.01
1996 Apr,0.166584031,0.01
1996 May,0.150599486,0.01
1996 Jun,0.127941948,0.01
1996 Jul,0.037315735,0.01
1996 Aug,0.059277316,0.01
1996 Sep,0.072448404,0.01
1996 Oct,0.107458825,0.01
1996 Nov,0.141754926,0.01
1996 Dec,0.09397533,0.01
1997 Jan,0.130261231,0.01
1997 Feb,0.129130889,0.01
1997 Mar,0.072003993,0.01
1997 Apr,0.126506279,0.01
1997 May,0.170650645,0.01
1997 Jun,0.221672904,0.01
1997 Jul,0.39026181,0.01
1997 Aug,0.279335794,0.01
1997 Sep,0.278924315,0.01
1997 Oct,0.200983301,0.01
1997 Nov,0.169284573,0.01
1997 Dec,0.218865582,0.01
1998 Jan,0.157554881,0.01
1998 Feb,0.238707929,0.01
1998 Mar,0.366069121,0.01
1998 Apr,0.298336274,0.01
1998 May,0.195212291,0.01
1998 Jun,0.191160169,0.01
1998 Jul,0.084822633,0.01
1998 Aug,-0.022017907,0.01
1998 Sep,-0.010846563,0.01
1998 Oct,0.114286854,0.01
1998 Nov,0.13078325,0.01
1998 Dec,0.177298616,0.01
1999 Jan,0.214627887,0.01
1999 Feb,0.091403181,0.01
1999 Mar,0.078377884,0.01
1999 Apr,0.104832124,0.01
1999 May,0.099652084,0.01
1999 Jun,0.117980639,0.01
1999 Jul,0.091399704,0.01
1999 Aug,0.279438826,0.01
1999 Sep,0.159580868,0.01
1999 Oct,0.140177911,0.01
1999 Nov,0.093768581,0.01
1999 Dec,0.094749828,0.01
2000 Jan,-0.009234866,0.01
2000 Feb,-0.00031814,0.01
2000 Mar,0.053374938,0.01
2000 Apr,-0.01336476,0.01
2000 May,-0.011274489,0.01
2000 Jun,-0.047851352,0.01
2000 Jul,-0.029918366,0.01
2000 Aug,0.042775363,0.01
2000 Sep,0.013131759,0.01
2000 Oct,-0.055563712,0.01
2000 Nov,-0.15412702,0.01
2000 Dec,-0.200597079,0.01
2001 Jan,-0.124901729,0.01
2001 Feb,-0.19285294,0.01
2001 Mar,-0.317492182,0.01
2001 Apr,-0.235921664,0.01
2001 May,-0.215762004,0.01
2001 Jun,-0.253677266,0.01
2001 Jul,-0.245259495,0.01
2001 Aug,-0.342226847,0.01
2001 Sep,-0.36303236,0.01
2001 Oct,-0.343384729,0.01
2001 Nov,-0.218929917,0.01
2001 Dec,-0.213506362,0.01
2002 Jan,-0.251759012,0.01
2002 Feb,-0.186816006,0.01
2002 Mar,-0.093801976,0.01
2002 Apr,-0.221386711,0.01
2002 May,-0.230013834,0.01
2002 Jun,-0.269481438,0.01
2002 Jul,-0.327586128,0.01
2002 Aug,-0.275112457,0.01
2002 Sep,-0.297835615,0.01
2002 Oct,-0.250163653,0.01
2002 Nov,-0.265743089,0.01
2002 Dec,-0.321561507,0.01
2003 Jan,-0.332548999,0.01
2003 Feb,-0.332504534,0.01
2003 Mar,-0.351835454,0.01
2003 Apr,-0.236051775,0.01
2003 May,-0.183175177,0.01
2003 Jun,-0.103651483,0.01
2003 Jul,-0.001680499,0.01
2003 Aug,0.007152849,0.01
2003 Sep,0.123895549,0.01
2003 Oct,0.093132402,0.01
2003 Nov,0.039444895,0.01
2003 Dec,0.169241469,0.01
2004 Jan,0.226269229,0.01
2004 Feb,0.269204827,0.01
2004 Mar,0.235731947,0.01
2004 Apr,0.111210006,0.01
2004 May,0.060918642,0.01
2004 Jun,0.065393085,0.01
2004 Jul,0.008101799,0.01
2004 Aug,-0.001102152,0.01
2004 Sep,0.02202347,0.01
2004 Oct,-0.026962761,0.01
2004 Nov,0.001137304,0.01
2004 Dec,-0.014670895,0.01
2005 Jan,-0.053915157,0.01
2005 Feb,-0.049264046,0.01
2005 Mar,-0.053641018,0.01
2005 Apr,-0.058585999,0.01
2005 May,-0.035815964,0.01
2005 Jun,-0.050974977,0.01
2005 Jul,0.017538882,0.01
2005 Aug,-0.003108697,0.01
2005 Sep,-0.016778891,0.01
2005 Oct,-0.045913861,0.01
2005 Nov,-0.039287619,0.01
2005 Dec,-0.072620763,0.01
2006 Jan,-0.027574234,0.01
2006 Feb,-0.042682868,0.01
2006 Mar,-0.008836987,0.01
2006 Apr,0.024044465,0.01
2006 May,-0.044170049,0.01
2006 Jun,-0.045947292,0.01
2006 Jul,-0.075720323,0.01
2006 Aug,-0.04130566,0.01
2006 Sep,-0.003687861,0.01
2006 Oct,0.056427666,0.01
2006 Nov,0.029973286,0.01
2006 Dec,0.03886847,0.01
2007 Jan,0.03135215,0.01
2007 Feb,0.003198581,0.01
2007 Mar,-0.001891035,0.01
2007 Apr,0.033112789,0.01
2007 May,0.103976718,0.01
2007 Jun,0.083164597,0.01
2007 Jul,0.044726406,0.01
2007 Aug,0.040110415,0.01
2007 Sep,0.042055299,0.01
2007 Oct,0.015878573,0.01
2007 Nov,-0.056182008,0.01
2007 Dec,-0.074918294,0.01
2008 Jan,-0.150326128,0.01
2008 Feb,-0.161139139,0.01
2008 Mar,-0.174027835,0.01
2008 Apr,-0.169759909,0.01
2008 May,-0.190380346,0.01
2008 Jun,-0.257972292,0.01
2008 Jul,-0.243846981,0.01
2008 Aug,-0.242911104,0.01
2008 Sep,-0.341459924,0.01
2008 Oct,-0.466593794,0.01
2008 Nov,-0.470836272,0.01
2008 Dec,-0.454075714,0.01
2009 Jan,-0.469580031,0.01
2009 Feb,-0.516963724,0.01
2009 Mar,-0.463436119,0.01
2009 Apr,-0.435783733,0.01
2009 May,-0.406268752,0.01
2009 Jun,-0.342197765,0.01
2009 Jul,-0.27463724,0.01
2009 Aug,-0.261770977,0.01
2009 Sep,-0.150384863,0.01
2009 Oct,0.00266192,0.01
2009 Nov,0.130153718,0.01
2009 Dec,0.13139677,0.01
2010 Jan,0.197707986,0.01
2010 Feb,0.401525385,0.01
2010 Mar,0.363576107,0.01
2010 Apr,0.260909655,0.01
2010 May,0.092614103,0.01
2010 Jun,0.039376018,0.01
2010 Jul,0.031452966,0.01
2010 Aug,-0.052915435,0.01
2010 Sep,-0.001716365,0.01
2010 Oct,0.059409651,0.01
2010 Nov,-0.003407298,0.01
2010 Dec,0.042486585,0.01
2011 Jan,0.1082663,0.01
2011 Feb,0.107301402,0.01
2011 Mar,0.035448372,0.01
2011 Apr,0.045427944,0.01
2011 May,0.124158978,0.01
2011 Jun,0.16858057,0.01
2011 Jul,0.063195208,0.01
2011 Aug,0.050195233,0.01
2011 Sep,-0.114335722,0.01
2011 Oct,-0.046200374,0.01
2011 Nov,-0.048340701,0.01
2011 Dec,-0.099096303,0.01
2012 Jan,-0.078719119,0.01
2012 Feb,-0.069358352,0.01
2012 Mar,-0.033771591,0.01
2012 Apr,-0.066986192,0.01
2012 May,-0.111916071,0.01
2012 Jun,-0.054696371,0.01
2012 Jul,-0.01691911,0.01
2012 Aug,0.065496964,0.01
2012 Sep,0.179623023,0.01
2012 Oct,0.033622202,0.01
2012 Nov,0.046313871,0.01
2012 Dec,0.045093622,0.01
2013 Jan,0.053235762,0.01
2013 Feb,0.017808146,0.01
2013 Mar,0.028087721,0.01
2013 Apr,0.060604897,0.01
2013 May,0.158105184,0.01
2013 Jun,0.089969221,0.01
2013 Jul,0.130174374,0.01
2013 Aug,0.074002054,0.01
2013 Sep,0.085206073,0.01
2013 Oct,0.163701584,0.01
2013 Nov,0.190243703,0.01
2013 Dec,0.207343533,0.01
2014 Jan,0.102286712,0.01
2014 Feb,0.144661749,0.01
2014 Mar,0.104897203,0.01
2014 Apr,0.086611054,0.01
2014 May,0.085195743,0.01
2014 Jun,0.126379377,0.01
2014 Jul,0.05377426,0.01
2014 Aug,0.136784948,0.01
2014 Sep,0.084120357,0.01
2014 Oct,0.061324614,0.01
2014 Nov,0.061665469,0.01
2014 Dec,0.037323887,0.01
2015 Jan,0.052377137,0.01
2015 Feb,0.063417608,0.01
2015 Mar,0.035330336,0.01
2015 Apr,0.038786246,0.01
2015 May,0.025823681,0.01
2015 Jun,-0.01875748,0.01
2015 Jul,0.017885959,0.01
2015 Aug,-0.087293059,0.01
2015 Sep,-0.095937738,0.01
2015 Oct,-0.040286989,0.01
2015 Nov,-0.067510713,0.01
2015 Dec,-0.082921151,0.01
2016 Jan,-0.108686578,0.01
2016 Feb,-0.158926319,0.01
2016 Mar,-0.082098292,0.01
2016 Apr,-0.090523244,0.01
2016 May,-0.084920679,0.01
2016 Jun,-0.06288898,0.01
2016 Jul,-0.04509046,0.01
2016 Aug,0.01993694,0.01
2016 Sep,0.042713129,0.01
2016 Oct,-0.063805232,0.01
2016 Nov,-0.029949726,0.01
2016 Dec,0.003983609,0.01
2017 Jan,0.076412163,0.01
2017 Feb,0.1204774,0.01
2017 Mar,0.050406139,0.01
2017 Apr,0.060466587,0.01
2017 May,0.059825165,0.01
2017 Jun,0.066640278,0.01
2017 Jul,0.047873728,0.01
2017 Aug,0.047619629,0.01
2017 Sep,0.067771402,0.01
2017 Oct,0.117885777,0.01
2017 Nov,0.109139509,0.01
2017 Dec,0.099939945,0.01
2018 Jan,0.144242269,0.01
2018 Feb,0.053794671,0.01
2018 Mar,0.022892307,0.01
2018 Apr,0.014879766,0.01
2018 May,0.022023233,0.01
2018 Jun,0.021291134,0.01
2018 Jul,0.038588835,0.01
2018 Aug,0.073948074,0.01
2018 Sep,0.060666394,0.01
2018 Oct,-0.042326608,0.01
2018 Nov,-0.048999248,0.01
2018 Dec,-0.149347261,0.01
2019 Jan,-0.125883957,0.01
2019 Feb,-0.058298607,0.01
2019 Mar,-0.015876737,0.01
2019 Apr,0.021225041,0.01
2019 May,-0.070171378,0.01
2019 Jun,-0.005157755,0.01
2019 Jul,-0.030017952,0.01
2019 Aug,-0.078200281,0.01
2019 Sep,-0.065162695,0.01
2019 Oct,0.031454939,0.01
2019 Nov,0.045961575,0.01
2019 Dec,0.19092225,0.01
2020 Jan,0.094826603,0.01
2020 Feb,-0.032452171,0.01
2020 Mar,-0.171236535,0.01
2020 Apr,-0.084286768,0.01
2020 May,0.034163312,0.01
2020 Jun,-0.02306958,0.01
2020 Jul,0.016976872,0.01
2020 Aug,0.111064521,0.01
2020 Sep,0.044799513,0.01
2020 Oct,-0.005444562,0.01
2020 Nov,0.070699903,0.01
2020 Dec,0.078562526,0.01
2021 Jan,0.06671194,0.01
2021 Feb,0.199459522,0.01
2021 Mar,0.427985662,0.01
2021 Apr,0.309043836,0.01
2021 May,0.246554158,0.01
2021 Jun,0.246524789,0.01
2021 Jul,0.206961672,0.01
2021 Aug,0.158795994,0.01
2021 Sep,0.146001234,0.01
2021 Oct,0.25635223,0.01
2021 Nov,0.111075687,0.01
2021 Dec,0.115489839,0.01
2022 Jan,0.061293585,0.01
2022 Feb,-0.005867885,0.01
2022 Mar,-0.018915662,0.01
2022 Apr,-0.156227952,0.01
2022 May,-0.163608221,0.01
2022 Jun,-0.261215397,0.01
